"Provider No.","Facility Name","Facility Type","Facility Subtype","Street Address","City","State","ZIP Code","Telephone","No. of Beds","No. of Certified Beds","No. of Medicaid Nursing Beds","No. of Skilled Nursing Beds","No. of ICF/MR Beds","No. of Physicians","No. of Physician Assistants","No. of Nurse Practitioners","No. of Direct Care Personnel","No. of Other Personnel","Employee Count","Federally Funded Health Center Indicator","Rural Health Center Provider Number","Rural Health Clinic Indicator","Facility Type Description"
"151313","WOODLAWN HOSPITAL","Hospital","Critical Access Hospitals","1400 E 9th St","Rochester","Indiana","46975-8931","574-223-3141","","","","","","18.30","","","","194.50","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151314","ASCENSION ST VINCENT SALEM","Hospital","Critical Access Hospitals","911 N Shelby St","Salem","Indiana","47167-2304","812-883-5881","","","","","","0.00","","","","73.60","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151315","CAMERON MEMORIAL COMMUNITY HOSPITAL INC","Hospital","Critical Access Hospitals","416 E Maumee St","Angola","Indiana","46703-2015","260-665-2141","","","","","","9.84","","","","280.44","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151316","INDIANA UNIVERSITY HEALTH FRANKFORT INC","Hospital","Critical Access Hospitals","1300 S Jackson St","Frankfort","Indiana","46041-3313","765-656-3000","","","","","","0.00","","","","60.00","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151317","GREENE COUNTY GENERAL HOSPITAL","Hospital","Critical Access Hospitals","1185 N 1000 W","Linton","Indiana","47441-5282","812-847-2281","","","","","","0.00","","","","117.80","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151318","DUKES MEMORIAL HOSPITAL","Hospital","Critical Access Hospitals","275 W 12th St","Peru","Indiana","46970-1638","765-472-8000","","","","","","0.00","","","","130.50","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151319","DEACONESS GIBSON HOSPITAL","Hospital","Critical Access Hospitals","1808 Sherman Dr","Princeton","Indiana","47670-1043","812-385-3401","","","","","","6.43","","","","145.23","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151320","IU HEALTH JAY","Hospital","Critical Access Hospitals","500 W Votaw St","Portland","Indiana","47371-1322","260-726-7131","","","","","","10.70","","","","183.30","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151322","PERRY COUNTY MEMORIAL HOSPITAL","Hospital","Critical Access Hospitals","8885 State Road 237","Tell City","Indiana","47586-8567","812-547-7011","","","","","","5.00","","","","185.69","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151323","PARKVIEW LAGRANGE HOSPITAL","Hospital","Critical Access Hospitals","207 N Townline Rd","Lagrange","Indiana","46761-1325","260-463-9000","","","","","","0.00","","","","68.00","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151324","FRANCISCAN HEALTH RENSSELAER, INC","Hospital","Critical Access Hospitals","1104 E Grace St","Rensselaer","Indiana","47978-3211","219-866-5141","","","","","","0.00","","","","64.17","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151325","ASCENSION ST VINCENT WARRICK","Hospital","Critical Access Hospitals","1116 Millis Ave","Boonville","Indiana","47601-2204","812-897-4800","","","","","","2.50","","","","73.89","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151326","UNION HOSPITAL CLINTON","Hospital","Critical Access Hospitals","801 S Main St","Clinton","Indiana","47842-2261","765-832-1234","","","","","","0.00","","","","77.75","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151327","SULLIVAN COUNTY COMMUNITY HOSPITAL","Hospital","Critical Access Hospitals","2200 N Section St","Sullivan","Indiana","47882-7523","812-268-4311","","","","","","0.00","","","","102.00","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151328","INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL","Hospital","Critical Access Hospitals","2900 16th St","Bedford","Indiana","47421-3510","812-275-1200","","","","","","2.00","","","","188.65","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151329","MARGARET MARY HEALTH","Hospital","Critical Access Hospitals","321 Mitchell Ave","Batesville","Indiana","47006-8909","812-934-6624","","","","","","9.50","","","","252.18","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151330","ADAMS MEMORIAL HOSPITAL","Hospital","Critical Access Hospitals","1100 Mercer Ave","Decatur","Indiana","46733-2303","260-724-2145","","","","","","14.70","","","","208.92","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151331","HARRISON COUNTY HOSPITAL","Hospital","Critical Access Hospitals","1141 Hospital Dr NW","Corydon","Indiana","47112-2164","812-738-4251","","","","","","20.00","","","","279.00","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151332","DECATUR COUNTY MEMORIAL HOSPITAL","Hospital","Critical Access Hospitals","720 N Lincoln St","Greensburg","Indiana","47240-1327","812-663-4331","","","","","","7.00","","","","216.00","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151333","PUTNAM COUNTY HOSPITAL","Hospital","Critical Access Hospitals","1542 S Bloomington St","Greencastle","Indiana","46135-2212","765-301-7300","","","","","","12.00","","","","106.60","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151334","NORTON SCOTT HOSPITAL","Hospital","Critical Access Hospitals","1451 N Gardner St","Scottsburg","Indiana","47170-7751","812-752-3456","","","","","","6.00","","","","79.00","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"151992","MIDLAND HOUSE INC","Hospital","Religious Nonmedical Health Care Institutions","3940 E 56th St","Indianapolis","Indiana","46220-5963","317-257-2201","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Religious Non-Medical Health Care Institution"
"152007","KINDRED HOSPITAL INDIANAPOLIS","Hospital","Long Term","1700 W 10th St","Indianapolis","Indiana","46222-3802","317-636-4400","","","","","","0.00","","","","72.00","0.00","Not Applicable","Not Applicable","Not Applicable","Long - Term"
"152013","KINDRED HOSPITAL INDIANAPOLIS NORTH","Hospital","Long Term","8060 Knue Rd","Indianapolis","Indiana","46250-1942","317-813-8900","","","","","","4.00","","","","41.00","0.00","Not Applicable","Not Applicable","Not Applicable","Long - Term"
"152014","SELECT SPECIALTY HOSPITAL-EVANSVILLE","Hospital","Long Term","400 SE 4th St","Evansville","Indiana","47713-1206","812-421-2330","","","","","","1.00","","","","87.00","0.00","Not Applicable","Not Applicable","Not Applicable","Long - Term"
"152020","ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL","Hospital","Long Term","8050 Township Line Rd","Indianapolis","Indiana","46260-2478","317-415-8500","","","","","","0.00","","","","87.30","0.00","Not Applicable","Not Applicable","Not Applicable","Long - Term"
"152024","REGENCY HOSPITAL OF NORTHWEST INDIANA","Hospital","Long Term","4321 Fir St","East Chicago","Indiana","46312-3097","219-392-7799","","","","","","0.00","","","","30.60","0.00","Not Applicable","Not Applicable","Not Applicable","Long - Term"
"152025","CENTRAL INDIANA  AMG SPECIALTY HOSPITAL LLC","Hospital","Long Term","2401 W University Ave","Muncie","Indiana","47303-3428","765-751-5253","","","","","","1.00","","","","24.00","0.00","Not Applicable","Not Applicable","Not Applicable","Long - Term"
"152028","NW INDIANA-AMG SPECIALTY HOSPITAL","Hospital","Long Term","9509 Georgia St","Crown Point","Indiana","46307","219-472-2200","","","","","","0.00","","","","46.60","0.00","Not Applicable","Not Applicable","Not Applicable","Long - Term"
"153025","ENCOMPASS HEALTH DEACONESS REHABILITATION HOSPITAL","Hospital","Rehabilitation","9355 Warrick Trl","Newburgh","Indiana","47630-0015","812-476-9983","","","","","","0.00","","","","138.00","0.00","Not Applicable","Not Applicable","Not Applicable","Rehabilitation"
"153028","REHABILITATION HOSPITAL OF INDIANA INC","Hospital","Rehabilitation","4141 Shore Dr","Indianapolis","Indiana","46254-2607","317-329-2000","","","","","","0.00","","","","183.60","0.00","Not Applicable","Not Applicable","Not Applicable","Rehabilitation"
"153030","SELECT MEDICAL REHABILITATION HOSPITAL AT LUTHERAN","Hospital","Rehabilitation","7970 W Jefferson Blvd","Fort Wayne","Indiana","46804-4140","260-435-6100","","","","","","0.00","","","","57.00","0.00","Not Applicable","Not Applicable","Not Applicable","Rehabilitation"
"153037","SOUTHERN INDIANA REHABILITATION HOSPITAL","Hospital","Rehabilitation","3104 Blackiston Blvd","New Albany","Indiana","47150-9579","812-941-6106","","","","","","0.00","","","","83.70","0.00","Not Applicable","Not Applicable","Not Applicable","Rehabilitation"
"153042","LAFAYETTE REGIONAL REHABILITATION HOSPITAL","Hospital","Rehabilitation","950 Park East Blvd","Lafayette","Indiana","47905-0792","765-447-4040","","","","","","0.00","","","","49.00","0.00","Not Applicable","Not Applicable","Not Applicable","Rehabilitation"
"153043","COMMUNITY HEALTH NETWORK REHABILITATION HOSPITAL","Hospital","Rehabilitation","7343 Clearvista Dr","Indianapolis","Indiana","46256-4602","317-585-5400","","","","","","0.00","","","","43.20","0.00","Not Applicable","Not Applicable","Not Applicable","Rehabilitation"
"153044","COMMUNITY HEALTH NETWORK REHABILITATION HOSP SO","Hospital","Rehabilitation","607 Greenwood Springs Dr","Greenwood","Indiana","46143-6377","317-215-3808","","","","","","0.00","","","","34.00","0.00","Not Applicable","Not Applicable","Not Applicable","Rehabilitation"
"153045","POWERS HEALTH REHABILITATION CENTER","Hospital","Rehabilitation","10215 Broadway","Crown Point","Indiana","46307-8001","219-661-6055","","","","","","0.00","","","","51.30","0.00","Not Applicable","Not Applicable","Not Applicable","Rehabilitation"
"153046","PAM HEALTH REHABILITATION HOSPITAL OF GREATER INDI","Hospital","Rehabilitation","2101 Broadway St","Clarksville","Indiana","47129-7800","812-913-6880","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Rehabilitation"
"153047","REHABILITATION HOSPITAL OF NORTHERN INDIANA, LLC","Hospital","Rehabilitation","4807 Edison Lakes Pkwy","Mishawaka","Indiana","46545-1112","574-243-7727","","","","","","0.00","","","","31.00","0.00","Not Applicable","Not Applicable","Not Applicable","Rehabilitation"
"153048","INDIANAPOLIS REHABILITATION HOSPITAL, LLC","Hospital","Rehabilitation","1260 City Center Dr","Carmel","Indiana","46032-3810","463-333-9110","","","","","","0.00","","","","48.00","0.00","Not Applicable","Not Applicable","Not Applicable","Rehabilitation"
"153049","BLOOMINGTON REGIONAL REHABILITATION HOSPITAL LLC","Hospital","Rehabilitation","3050 N Lintel Dr","Bloomington","Indiana","47404-8945","812-336-2815","","","","","","0.00","","","","60.00","0.00","Not Applicable","Not Applicable","Not Applicable","Rehabilitation"
"153050","COMMUNITY REHABILITATION HOSPITAL WEST","Hospital","Rehabilitation","E 56th St","Brownsburg","Indiana","46112","463-348-7000","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Rehabilitation"
"154005","RIVER BEND HOSPITAL","Hospital","Psychiatric","2900 N River Rd","West Lafayette","Indiana","47906-3744","765-464-0400","","","","","","1.02","","","","10.01","0.00","Not Applicable","Not Applicable","Not Applicable","Psychiatric"
"154008","NEURODIAGNOSTIC INSTITUTE","Hospital","Psychiatric","5435 E 16th St","Indianapolis","Indiana","46218-4869","317-941-4000","","","","","","6.10","","","","132.00","0.00","Not Applicable","Not Applicable","Not Applicable","Psychiatric"
"154009","HAMILTON CENTER INC","Hospital","Psychiatric","620 8th Ave","Terre Haute","Indiana","47804-2744","812-231-8285","","","","","","0.00","","","","52.40","0.00","Not Applicable","Not Applicable","Not Applicable","Psychiatric"
"154011","INCOMPASS HEALTHCARE","Hospital","Psychiatric","285 Bielby Rd","Lawrenceburg","Indiana","47025-1055","812-537-1302","","","","","","1.50","","","","12.30","0.00","Not Applicable","Not Applicable","Not Applicable","Psychiatric"
"154014","OTIS R BOWEN CENTER FOR HUMAN SERVICES INC","Hospital","Psychiatric","9 Pequignot Dr","Pierceton","Indiana","46562-9081","574-267-7169","","","","","","0.00","","","","30.20","0.00","Not Applicable","Not Applicable","Not Applicable","Psychiatric"
"154018","RICHMOND STATE HOSPITAL","Hospital","Psychiatric","498 NW 18th St","Richmond","Indiana","47374-2851","765-966-0511","","","","","","10.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Psychiatric"
"154019","MADISON STATE HOSPITAL","Hospital","Psychiatric","711 Green Rd","Madison","Indiana","47250-2143","812-265-2611","","","","","","0.00","","","","332.00","0.00","Not Applicable","Not Applicable","Not Applicable","Psychiatric"
"154020","REGIONAL MENTAL HEALTH CENTER","Hospital","Psychiatric","8555 Taft St","Merrillville","Indiana","46410-6123","219-769-4005","","","","","","1.00","","","","2.00","0.00","Not Applicable","Not Applicable","Not Applicable","Psychiatric"
"154021","GRANT-BLACKFORD MENTAL HEALTH, INC","Hospital","Psychiatric","505 N Wabash Ave","Marion","Indiana","46952-2608","765-662-3971","","","","","","1.00","","","","14.00","0.00","Not Applicable","Not Applicable","Not Applicable","Psychiatric"
"154024","VALLE VISTA HEALTH SYSTEM","Hospital","Psychiatric","898 E Main St","Greenwood","Indiana","46143-1407","317-883-5300","","","","","","4.00","","","","156.00","0.00","Not Applicable","Not Applicable","Not Applicable","Psychiatric"
"154031","OAKLAWN PSYCHIATRIC CENTER INC","Hospital","Psychiatric","330 Lakeview Dr","Goshen","Indiana","46528-9365","574-533-1234","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Psychiatric"
"154035","4C HEALTH","Hospital","Psychiatric","1015 Michigan Ave","Logansport","Indiana","46947-1526","574-722-5151","","","","","","1.50","","","","28.00","0.00","Not Applicable","Not Applicable","Not Applicable","Psychiatric"
"154041","BLOOMINGTON MEADOWS HOSPITAL","Hospital","Psychiatric","3600 N Prow Rd","Bloomington","Indiana","47404-1616","812-331-8000","","","","","","2.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Psychiatric"
"154047","MICHIANA BEHAVIORAL HEALTH CENTER","Hospital","Psychiatric","1800 N Oak Dr","Plymouth","Indiana","46563-3406","574-936-3784","","","","","","2.00","","","","88.70","0.00","Not Applicable","Not Applicable","Not Applicable","Psychiatric"
"154050","NORTHEASTERN CENTER","Hospital","Psychiatric","1850 Wesley Rd","Auburn","Indiana","46706-3653","260-927-0726","","","","","","1.00","","","","22.00","0.00","Not Applicable","Not Applicable","Not Applicable","Psychiatric"
"154051","WELLSTONE REGIONAL HOSPITAL","Hospital","Psychiatric","2700 Vissing Park Rd","Jeffersonville","Indiana","47130-5989","812-284-8000","","","","","","2.60","","","","100.70","0.00","Not Applicable","Not Applicable","Not Applicable","Psychiatric"
"154052","PORTER-STARKE SERVICES INC","Hospital","Psychiatric","701 Wall St","Valparaiso","Indiana","46383-2514","219-531-3500","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Psychiatric"
"154054","HARSHA BEHAVIORAL CENTER INC","Hospital","Psychiatric","1980 E Woodsmall Dr","Terre Haute","Indiana","47802-4937","812-298-8888","","","","","","0.00","","","","26.20","0.00","Not Applicable","Not Applicable","Not Applicable","Psychiatric"
"154055","BRENTWOOD SPRINGS","Hospital","Psychiatric","4488 Roslin Rd","Newburgh","Indiana","47630-8590","812-858-7200","","","","","","2.00","","","","64.00","0.00","Not Applicable","Not Applicable","Not Applicable","Psychiatric"
"154056","EVANSVILLE STATE HOSPITAL","Hospital","Psychiatric","3400 Lincoln Ave","Evansville","Indiana","47714-0147","812-469-6800","","","","","","2.00","","","","150.00","0.00","Not Applicable","Not Applicable","Not Applicable","Psychiatric"
